PLAYER_x,CLUB,POSITION_x,ASSISTS,CORNER(TAKEN),OFFSIDES,DRIBBLES,MATCHES_x,PLAYER_y,POSITION_y,RECOVERY(BALL),TACKLES,TACKLES(WON),TACKLES(LOST),CLEARANCE(ATTEMPT),MATCHES_y
Schuurs,Ajax,Defender,1,0,0,0,3,Schuurs,Defender,13,5,2,3,2,3
Schuurs,Ajax,Defender,1,0,0,0,3,Tadić,Forward,12,2,0,2,1,7
Schuurs,Ajax,Defender,1,0,0,0,3,Haller,Forward,10,8,2,6,5,8
Schuurs,Ajax,Defender,1,0,0,0,3,Tagliafico,Defender,10,4,3,1,1,3
Schuurs,Ajax,Defender,1,0,0,0,3,Klaassen,Midfielder,10,3,1,2,2,7
Schuurs,Ajax,Defender,1,0,0,0,3,Rensch,Defender,8,5,2,3,1,5
Schuurs,Ajax,Defender,1,0,0,0,3,Neres,Forward,3,0,0,0,0,5
Schuurs,Ajax,Defender,1,0,0,0,3,Taylor,Midfielder,1,1,0,1,0,3
Schuurs,Ajax,Defender,1,0,0,0,3,Daramy,Forward,1,0,0,0,1,2
Schuurs,Ajax,Defender,1,0,0,0,3,Kudus,Midfielder,1,0,0,0,0,2
Zapata,Atalanta,Forward,3,0,7,10,6,Palomino,Defender,41,6,3,3,14,5
Zapata,Atalanta,Forward,3,0,7,10,6,Tolói,Defender,34,6,5,1,6,4
Zapata,Atalanta,Forward,3,0,7,10,6,De Roon,Midfielder,34,4,0,4,15,6
Zapata,Atalanta,Forward,3,0,7,10,6,Djimsiti,Defender,31,5,4,1,8,5
Zapata,Atalanta,Forward,3,0,7,10,6,Demiral,Defender,31,3,1,2,21,6
Zapata,Atalanta,Forward,3,0,7,10,6,Freuler,Midfielder,30,10,6,4,8,6
Zapata,Atalanta,Forward,3,0,7,10,6,Mæhle,Defender,21,4,3,1,4,5
Zapata,Atalanta,Forward,3,0,7,10,6,Pessina,Midfielder,11,1,1,0,1,4
Zapata,Atalanta,Forward,3,0,7,10,6,Zappacosta,Defender,10,4,0,4,3,6
Zapata,Atalanta,Forward,3,0,7,10,6,Koopmeiners,Midfielder,7,4,1,3,3,5
Zapata,Atalanta,Forward,3,0,7,10,6,Pašalić,Midfielder,7,1,1,0,2,5
Zapata,Atalanta,Forward,3,0,7,10,6,Gosens,Midfielder,5,2,1,1,2,2
Zapata,Atalanta,Forward,3,0,7,10,6,Lovato,Defender,5,0,0,0,3,1
Zapata,Atalanta,Forward,3,0,7,10,6,Malinovskyi,Midfielder,4,6,2,4,2,5
Zapata,Atalanta,Forward,3,0,7,10,6,Iličić,Midfielder,2,4,1,3,0,4
Zapata,Atalanta,Forward,3,0,7,10,6,Zapata,Forward,2,2,1,1,3,6
Zapata,Atalanta,Forward,3,0,7,10,6,Al. Miranchuk,Forward,2,1,1,0,0,2
Zapata,Atalanta,Forward,3,0,7,10,6,Pezzella,Defender,2,0,0,0,3,3
Zapata,Atalanta,Forward,3,0,7,10,6,Hateboer,Defender,1,2,0,2,2,1
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Palomino,Defender,41,6,3,3,14,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Tolói,Defender,34,6,5,1,6,4
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,De Roon,Midfielder,34,4,0,4,15,6
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Djimsiti,Defender,31,5,4,1,8,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Demiral,Defender,31,3,1,2,21,6
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Freuler,Midfielder,30,10,6,4,8,6
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Mæhle,Defender,21,4,3,1,4,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Pessina,Midfielder,11,1,1,0,1,4
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Zappacosta,Defender,10,4,0,4,3,6
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Koopmeiners,Midfielder,7,4,1,3,3,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Pašalić,Midfielder,7,1,1,0,2,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Gosens,Midfielder,5,2,1,1,2,2
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Lovato,Defender,5,0,0,0,3,1
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Malinovskyi,Midfielder,4,6,2,4,2,5
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Iličić,Midfielder,2,4,1,3,0,4
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Zapata,Forward,2,2,1,1,3,6
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Al. Miranchuk,Forward,2,1,1,0,0,2
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Pezzella,Defender,2,0,0,0,3,3
Koopmeiners,Atalanta,Midfielder,1,8,0,1,5,Hateboer,Defender,1,2,0,2,2,1
Iličić,Atalanta,Midfielder,1,2,2,13,4,Palomino,Defender,41,6,3,3,14,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Tolói,Defender,34,6,5,1,6,4
Iličić,Atalanta,Midfielder,1,2,2,13,4,De Roon,Midfielder,34,4,0,4,15,6
Iličić,Atalanta,Midfielder,1,2,2,13,4,Djimsiti,Defender,31,5,4,1,8,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Demiral,Defender,31,3,1,2,21,6
Iličić,Atalanta,Midfielder,1,2,2,13,4,Freuler,Midfielder,30,10,6,4,8,6
Iličić,Atalanta,Midfielder,1,2,2,13,4,Mæhle,Defender,21,4,3,1,4,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Pessina,Midfielder,11,1,1,0,1,4
Iličić,Atalanta,Midfielder,1,2,2,13,4,Zappacosta,Defender,10,4,0,4,3,6
Iličić,Atalanta,Midfielder,1,2,2,13,4,Koopmeiners,Midfielder,7,4,1,3,3,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Pašalić,Midfielder,7,1,1,0,2,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Gosens,Midfielder,5,2,1,1,2,2
Iličić,Atalanta,Midfielder,1,2,2,13,4,Lovato,Defender,5,0,0,0,3,1
Iličić,Atalanta,Midfielder,1,2,2,13,4,Malinovskyi,Midfielder,4,6,2,4,2,5
Iličić,Atalanta,Midfielder,1,2,2,13,4,Iličić,Midfielder,2,4,1,3,0,4
Iličić,Atalanta,Midfielder,1,2,2,13,4,Zapata,Forward,2,2,1,1,3,6
Iličić,Atalanta,Midfielder,1,2,2,13,4,Al. Miranchuk,Forward,2,1,1,0,0,2
Iličić,Atalanta,Midfielder,1,2,2,13,4,Pezzella,Defender,2,0,0,0,3,3
Iličić,Atalanta,Midfielder,1,2,2,13,4,Hateboer,Defender,1,2,0,2,2,1
Mæhle,Atalanta,Defender,1,0,1,11,5,Palomino,Defender,41,6,3,3,14,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Tolói,Defender,34,6,5,1,6,4
Mæhle,Atalanta,Defender,1,0,1,11,5,De Roon,Midfielder,34,4,0,4,15,6
Mæhle,Atalanta,Defender,1,0,1,11,5,Djimsiti,Defender,31,5,4,1,8,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Demiral,Defender,31,3,1,2,21,6
Mæhle,Atalanta,Defender,1,0,1,11,5,Freuler,Midfielder,30,10,6,4,8,6
Mæhle,Atalanta,Defender,1,0,1,11,5,Mæhle,Defender,21,4,3,1,4,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Pessina,Midfielder,11,1,1,0,1,4
Mæhle,Atalanta,Defender,1,0,1,11,5,Zappacosta,Defender,10,4,0,4,3,6
Mæhle,Atalanta,Defender,1,0,1,11,5,Koopmeiners,Midfielder,7,4,1,3,3,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Pašalić,Midfielder,7,1,1,0,2,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Gosens,Midfielder,5,2,1,1,2,2
Mæhle,Atalanta,Defender,1,0,1,11,5,Lovato,Defender,5,0,0,0,3,1
Mæhle,Atalanta,Defender,1,0,1,11,5,Malinovskyi,Midfielder,4,6,2,4,2,5
Mæhle,Atalanta,Defender,1,0,1,11,5,Iličić,Midfielder,2,4,1,3,0,4
Mæhle,Atalanta,Defender,1,0,1,11,5,Zapata,Forward,2,2,1,1,3,6
Mæhle,Atalanta,Defender,1,0,1,11,5,Al. Miranchuk,Forward,2,1,1,0,0,2
Mæhle,Atalanta,Defender,1,0,1,11,5,Pezzella,Defender,2,0,0,0,3,3
Mæhle,Atalanta,Defender,1,0,1,11,5,Hateboer,Defender,1,2,0,2,2,1
Palomino,Atalanta,Defender,1,0,1,0,5,Palomino,Defender,41,6,3,3,14,5
Palomino,Atalanta,Defender,1,0,1,0,5,Tolói,Defender,34,6,5,1,6,4
Palomino,Atalanta,Defender,1,0,1,0,5,De Roon,Midfielder,34,4,0,4,15,6
Palomino,Atalanta,Defender,1,0,1,0,5,Djimsiti,Defender,31,5,4,1,8,5
Palomino,Atalanta,Defender,1,0,1,0,5,Demiral,Defender,31,3,1,2,21,6
Palomino,Atalanta,Defender,1,0,1,0,5,Freuler,Midfielder,30,10,6,4,8,6
Palomino,Atalanta,Defender,1,0,1,0,5,Mæhle,Defender,21,4,3,1,4,5
Palomino,Atalanta,Defender,1,0,1,0,5,Pessina,Midfielder,11,1,1,0,1,4
Palomino,Atalanta,Defender,1,0,1,0,5,Zappacosta,Defender,10,4,0,4,3,6
Palomino,Atalanta,Defender,1,0,1,0,5,Koopmeiners,Midfielder,7,4,1,3,3,5
Palomino,Atalanta,Defender,1,0,1,0,5,Pašalić,Midfielder,7,1,1,0,2,5
Palomino,Atalanta,Defender,1,0,1,0,5,Gosens,Midfielder,5,2,1,1,2,2
Palomino,Atalanta,Defender,1,0,1,0,5,Lovato,Defender,5,0,0,0,3,1
